DEPTH,RHOB_F17-04,RHOB_F15-A-01
2294.9001,2.429293156,2.587190867
2295.0001,2.437476397,2.587982655
2295.1001,2.448580742,2.590335846
2295.2001,2.461419344,2.591734648
2295.3001,2.472213507,2.590504885
2295.4001,2.475182056,2.592734337
2295.5001,2.468225002,2.595113993
2295.6001,2.456039667,2.593931437
2295.7001,2.447253227,2.592162132
2295.8001,2.449580669,2.589131117
2295.9001,2.463709354,2.583524942
2296.0001,2.485541344,2.580039501
2296.1001,2.50633955,2.578879595
2296.2001,2.515985966,2.580927849
2296.3001,2.512573242,2.583360434
2296.4001,2.500561953,2.584399939
2296.5001,2.485730648,2.579820633
2296.6001,2.472147703,2.576858044
2296.7001,2.463379145,2.575271845
2296.8001,2.457064629,2.574514389
2296.9001,2.450419903,2.575394392
2297.0001,2.446843624,2.57643199
2297.1001,2.446301699,2.574084044
2297.2001,2.44530797,2.57141304
2297.3001,2.448211193,2.570190668
2297.4001,2.456624746,2.57212019
2297.5001,2.463819504,2.57563448
2297.6001,2.473076105,2.581949949
2297.7001,2.486346245,2.59178853
2297.8001,2.492578268,2.599346161
2297.9001,2.485526085,2.602192402
2298.0001,2.468374491,2.602874756
2298.1001,2.445086002,2.600904942
2298.2001,2.423865557,2.597672939
2298.3001,2.41513896,2.596987248
2298.4001,2.418952704,2.597571373
2298.5001,2.429341793,2.597975969
2298.6001,2.441268206,2.598175287
2298.7001,2.452365637,2.599278927
2298.8001,2.46194911,2.6016469
2298.9001,2.470456362,2.603968144
2299.0001,2.47754693,2.603969097
2299.1001,2.48115325,2.601409674
2299.2001,2.479483128,2.598979235
2299.3001,2.472916842,2.597616196
2299.4001,2.462408543,2.597942114
2299.5001,2.447942257,2.600568056
2299.6001,2.429403544,2.60230875
2299.7001,2.408269405,2.601515293
2299.8001,2.385846376,2.600726605
2299.9001,2.36460948,2.601160526
2300.0001,2.350732327,2.602300644
2300.1001,2.348808765,2.603268147
2300.2001,2.358743191,2.604557276
2300.3001,2.377058029,2.606243134
2300.4001,2.397893667,2.607121468
2300.5001,2.412385464,2.60828948
2300.6001,2.416071177,2.610840321
2300.7001,2.410894394,2.613510847
2300.8001,2.400043726,2.615769148
2300.9001,2.384691954,2.617757082
2301.0001,2.366684198,2.618566036
2301.1001,2.349042893,2.617738485
2301.2001,2.334727049,2.615415812
2301.3001,2.327377796,2.610380888
2301.4001,2.331580401,2.604183674
2301.5001,2.34875226,2.599783182
2301.6001,2.373653173,2.597489834
2301.7001,2.399944067,2.596555948
2301.8001,2.421923161,2.595687628
2301.9001,2.432627916,2.59149766
2302.0001,2.429918289,2.583468199
2302.1001,2.418955088,2.575177908
2302.2001,2.406326056,2.567905664
2302.3001,2.39645648,2.562534332
2302.4001,2.392278433,2.559927702
2302.5001,2.395868063,2.558879137
2302.6001,2.406409264,2.557317734
2302.7001,2.417112827,2.554714918
2302.8001,2.420487166,2.551578283
2302.9001,2.415893793,2.548722744
2303.0001,2.406900883,2.546319246
2303.1001,2.395605803,2.545849323
2303.2001,2.382863045,2.548156261
2303.3001,2.370806217,2.549379587
2303.4001,2.362547636,2.547295332
2303.5001,2.358901739,2.541333914
2303.6001,2.358355761,2.535109758
2303.7001,2.358883381,2.531130791
2303.8001,2.358418465,2.532174826
2303.9001,2.357524633,2.536484242
2304.0001,2.359765291,2.542933464
2304.1001,2.368741989,2.547119379
2304.2001,2.383960247,2.548641443
2304.3001,2.3971138,2.546164274
2304.4001,2.394555092,2.540201902
2304.5001,2.370487452,2.533069611
2304.6001,2.338483095,2.526017427
2304.7001,2.314913511,2.519453764
2304.8001,2.304533958,2.51506424
2304.9001,2.306163073,2.515430689
2305.0001,2.313827038,2.517512798
2305.1001,2.324260712,2.519382238
2305.2001,2.3399508,2.51824522
2305.3001,2.35814333,2.515705586
2305.4001,2.372783899,2.511180639
2305.5001,2.38171339,2.503774166
2305.6001,2.386402845,2.499858618
2305.7001,2.390898466,2.498533011
2305.8001,2.39750123,2.498020411
2305.9001,2.40467763,2.498865366
2306.0001,2.411183357,2.500632763
2306.1001,2.417658329,2.502051592
2306.2001,2.423788548,2.504122734
2306.3001,2.428371191,2.506699324
2306.4001,2.430758953,2.50936985
2306.5001,2.430520773,2.513346911
2306.6001,2.427231789,2.517714024
2306.7001,2.418126583,2.518489599
2306.8001,2.40434742,2.518399239
2306.9001,2.392155409,2.516432047
2307.0001,2.378441095,2.50990653
2307.1001,2.359656572,2.505673409
2307.2001,2.340986013,2.505240202
2307.3001,2.327574253,2.50466156
2307.4001,2.31912756,2.505248308
2307.5001,2.31268239,2.507555962
2307.6001,2.305530548,2.51027298
2307.7001,2.297977686,2.515852213
2307.8001,2.291480541,2.526024342
2307.9001,2.286988497,2.537208319
2308.0001,2.290044546,2.547385454
2308.1001,2.301333189,2.554207325
2308.2001,2.310179472,2.558252811
2308.3001,2.307334423,2.56061101
2308.4001,2.295551539,2.560323
2308.5001,2.285534859,2.555505276
2308.6001,2.287173033,2.549402714
2308.7001,2.300108194,2.545429945
2308.8001,2.316488028,2.542292833
2308.9001,2.329686642,2.541805744
2309.0001,2.339834452,2.544052362
2309.1001,2.349981546,2.543840647
2309.2001,2.360795498,2.54066515
2309.3001,2.370672226,2.536657095
2309.4001,2.379064083,2.533675909
2309.5001,2.386347055,2.53287077
2309.6001,2.391095877,2.534480333
2309.7001,2.392059088,2.537827015
2309.8001,2.393284559,2.539977074
2309.9001,2.399960995,2.539216757
2310.0001,2.410601139,2.538170338
2310.1001,2.419525385,2.537998915
2310.2001,2.423826218,2.538687944
2310.3001,2.425205946,2.541173935
2310.4001,2.426044464,2.543499947
2310.5001,2.427915096,2.543167353
2310.6001,2.431561947,2.540441513
2310.7001,2.43440938,2.536317825
2310.8001,2.432166576,2.531777144
2310.9001,2.422785282,2.527343512
2311.0001,2.407010317,2.52328229
2311.1001,2.3899014,2.519929886
2311.2001,2.380568981,2.518642664
2311.3001,2.385206938,2.51868391
2311.4001,2.401786089,2.517944574
2311.5001,2.423753977,2.515976906
2311.6001,2.444864512,2.511663914
2311.7001,2.461394548,2.504061937
2311.8001,2.470602274,2.497605562
2311.9001,2.471259117,2.49548769
2312.0001,2.465740919,2.495939016
2312.1001,2.456720352,2.498970747
2312.2001,2.444436789,2.503576279
2312.3001,2.429545641,2.506917
2312.4001,2.414943695,2.508631945
2312.5001,2.402125359,2.508880615
2312.6001,2.389907599,2.506805658
2312.7001,2.378061295,2.504659891
2312.8001,2.368810654,2.504454136
2312.9001,2.365449905,2.503676891
2313.0001,2.36771822,2.50144434
2313.1001,2.368867874,2.497441053
2313.2001,2.362565041,2.48971653
2313.3001,2.349727631,2.479926825
2313.4001,2.33710599,2.473228931
2313.5001,2.331555843,2.471774578
2313.6001,2.334312677,2.476820469
2313.7001,2.341211081,2.486779213
2313.8001,2.348671675,2.499209404
2313.9001,2.35842967,2.511698008
2314.0001,2.371587277,2.52069521
2314.1001,2.386364698,2.52638197
2314.2001,2.402729034,2.527869225
2314.3001,2.418275356,2.525221109
2314.4001,2.42750144,2.521159411
2314.5001,2.427620888,2.518599272
2314.6001,2.41856122,2.51911974
2314.7001,2.403823376,2.519727469
2314.8001,2.391664505,2.517442703
2314.9001,2.386263371,2.516638756
2315.0001,2.386576891,2.517386675
2315.1001,2.390991449,2.521025181
2315.2001,2.396959066,2.529643059
2315.3001,2.400911093,2.541578054
2315.4001,2.40205574,2.552337408
2315.5001,2.400868654,2.561625004
2315.6001,2.394734383,2.568518877
2315.7001,2.385665178,2.569417954
2315.8001,2.380199671,2.567761898
2315.9001,2.374028683,2.564033508
2316.0001,2.361966133,2.561540842
2316.1001,2.346052647,2.561157227
2316.2001,2.331405878,2.562838793
2316.3001,2.325857401,2.563418865
2316.4001,2.334501028,2.562130928
2316.5001,2.352681398,2.557682753
2316.6001,2.373061657,2.549565077
2316.7001,2.390657187,2.543269634
2316.8001,2.40126729,2.542098761
2316.9001,2.402261972,2.545079708
2317.0001,2.394313812,2.549374104
2317.1001,2.379491568,2.552897692
2317.2001,2.361252785,2.551968575
2317.3001,2.343558073,2.547201872
2317.4001,2.329182148,2.539755821
2317.5001,2.325501919,2.538965464
2317.6001,2.335029602,2.541511536
2317.7001,2.351821423,2.544491053
2317.8001,2.372258902,2.544842959
2317.9001,2.395144224,2.541823149
2318.0001,2.409681559,2.534460306
2318.1001,2.412190676,2.527217388
2318.2001,2.409880877,2.521509171
2318.3001,2.402328253,2.518634081
2318.4001,2.389644146,2.516372442
2318.5001,2.378671885,2.515066862
2318.6001,2.372204304,2.515546322
2318.7001,2.370241165,2.517205
2318.8001,2.372875214,2.520618439
2318.9001,2.376718521,2.525369406
2319.0001,2.379042149,2.528123379
2319.1001,2.379856587,2.526410341
2319.2001,2.378425121,2.518911362
2319.3001,2.375505924,2.508308888
2319.4001,2.37466836,2.499438286
2319.5001,2.378118515,2.498109579
2319.6001,2.386162043,2.502601624
2319.7001,2.399318218,2.510943651
2319.8001,2.415898085,2.519260168
2319.9001,2.428521156,2.523983717
2320.0001,2.429026604,2.524361849
2320.1001,2.415971279,2.523084641
2320.2001,2.393111706,2.52195859
2320.3001,2.366689444,2.521239281
2320.4001,2.344715595,2.520300627
2320.5001,2.332396984,2.518760204
2320.6001,2.326253414,2.51653719
2320.7001,2.321746588,2.513781309
2320.8001,2.317703009,2.510113001
2320.9001,2.314468861,2.506631136
2321.0001,2.313086033,2.505018473
2321.1001,2.315190792,2.504799366
2321.2001,2.321601868,2.505792141
2321.3001,2.330815315,2.508496761
2321.4001,2.33985281,2.511873722
2321.5001,2.345631599,2.515372038
2321.6001,2.347197056,2.519594908
2321.7001,2.346671581,2.524958849
2321.8001,2.347347975,2.53091526
2321.9001,2.351811886,2.536470413
2322.0001,2.361023426,2.539816856
2322.1001,2.373873472,2.541455269
2322.2001,2.385384321,2.544152737
2322.3001,2.386940479,2.547383785
2322.4001,2.372823477,2.548962593
2322.5001,2.347676754,2.547963142
2322.6001,2.321591139,2.54313612
2322.7001,2.302618742,2.536211729
2322.8001,2.296738386,2.532172918
2322.9001,2.309247255,2.533254385
2323.0001,2.336882114,2.53717041
2323.1001,2.365951777,2.540167093
2323.2001,2.38029623,2.540580511
2323.3001,2.375061989,2.539476633
2323.4001,2.36280179,2.538760424
2323.5001,2.358162642,2.540051222
2323.6001,2.360710383,2.543178082
2323.7001,2.363989353,2.54551506
2323.8001,2.364800692,2.545188189
2323.9001,2.362426043,2.543156147
2324.0001,2.36202836,2.539926291
2324.1001,2.369088888,2.53636241
2324.2001,2.379283428,2.533695936
2324.3001,2.385317802,2.530380011
2324.4001,2.385315895,2.524491549
2324.5001,2.381127596,2.51680994
2324.6001,2.375346422,2.508243322
2324.7001,2.369223356,2.500478268
2324.8001,2.361896992,2.495158672
2324.9001,2.350670576,2.494827747
2325.0001,2.333379746,2.501657724
2325.1001,2.308682919,2.507096291
2325.2001,2.278607369,2.510785818
2325.3001,2.251734734,2.513967037
2325.4001,2.236961126,2.516042471
2325.5001,2.239763498,2.518113613
2325.6001,2.261037111,2.523620844
2325.7001,2.292438507,2.529150009
2325.8001,2.322458029,2.534003973
2325.9001,2.349436283,2.537232637
2326.0001,2.367886543,2.538366318
2326.1001,2.371082544,2.537387133
2326.2001,2.363956451,2.537174225
2326.3001,2.354491234,2.533967257
2326.4001,2.348172903,2.526403427
2326.5001,2.346469164,2.522356987
2326.6001,2.349449873,2.519767523
2326.7001,2.359308243,2.518497706
2326.8001,2.376030684,2.519908428
2326.9001,2.393749714,2.521946907
2327.0001,2.405849695,2.523346663
2327.1001,2.410549879,2.524579525
2327.2001,2.406652689,2.526157379
2327.3001,2.396010876,2.528018713
2327.4001,2.383461714,2.526684046
2327.5001,2.375481844,2.522672892
2327.6001,2.375977278,2.516379833
2327.7001,2.384442568,2.511951447
2327.8001,2.395224571,2.510032415
2327.9001,2.400960922,2.51207161
2328.0001,2.399739027,2.512102127
2328.1001,2.39438796,2.510051489
2328.2001,2.384236574,2.50576663
2328.3001,2.372316837,2.50033474
2328.4001,2.362495661,2.494752646
2328.5001,2.35443306,2.491063118
2328.6001,2.34753871,2.486716986
2328.7001,2.344105244,2.483870983
2328.8001,2.348369122,2.487049818
2328.9001,2.360743761,2.493364096
2329.0001,2.374553442,2.501991272
2329.1001,2.385067701,2.510763168
2329.2001,2.39669919,2.517223358
2329.3001,2.40534997,2.520492315
2329.4001,2.4050529,2.523094654
2329.5001,2.40005517,2.529086113
2329.6001,2.395546436,2.539495468
2329.7001,2.391783238,2.550329924
2329.8001,2.386671305,2.559105158
2329.9001,2.378154516,2.563803911
2330.0001,2.366868734,2.564315319
2330.1001,2.357477188,2.562501907
2330.2001,2.355761051,2.559813261
2330.3001,2.36272502,2.557231665
2330.4001,2.374850512,2.554976463
2330.5001,2.388002396,2.552445173
2330.6001,2.400904179,2.548933268
2330.7001,2.412868023,2.546398401
2330.8001,2.422755241,2.546255589
2330.9001,2.430169821,2.547389984
2331.0001,2.435594797,2.549085617
2331.1001,2.440617085,2.550341606
2331.2001,2.445980072,2.550170183
2331.3001,2.451153517,2.547662973
2331.4001,2.455671549,2.543522835
2331.5001,2.459181309,2.53979826
2331.6001,2.461303711,2.536818981
2331.7001,2.462219238,2.534660816
2331.8001,2.462605715,2.534184933
2331.9001,2.461897135,2.537116289
2332.0001,2.457578898,2.543511629
2332.1001,2.448531151,2.5519135
2332.2001,2.437696457,2.55878377
2332.3001,2.429044962,2.561433315
2332.4001,2.42470479,2.559152842
2332.5001,2.425653219,2.552959204
2332.6001,2.431761742,2.54587841
2332.7001,2.438117027,2.541681767
2332.8001,2.436194897,2.542172909
2332.9001,2.424139261,2.546363592
2333.0001,2.411514998,2.552573681
2333.1001,2.407972336,2.557282925
2333.2001,2.413966894,2.557691813
2333.3001,2.422564268,2.554901838
2333.4001,2.425869227,2.551131487
2333.5001,2.421347618,2.548242569
2333.6001,2.414172411,2.547621489
2333.7001,2.41132164,2.5498662
2333.8001,2.415721655,2.553734779
2333.9001,2.42629838,2.558129549
2334.0001,2.440687895,2.562542677
2334.1001,2.456265211,2.567092657
2334.2001,2.470104456,2.571395159
2334.3001,2.480765104,2.574030161
2334.4001,2.487806797,2.573601723
2334.5001,2.489638567,2.569511652
2334.6001,2.486531258,2.563347101
2334.7001,2.481901884,2.559148312
2334.8001,2.478121519,2.55873847
2334.9001,2.474897623,2.561842203
2335.0001,2.47065258,2.564025879
2335.1001,2.46041584,2.561049223
2335.2001,2.44012022,2.549478531
2335.3001,2.413903713,2.536172867
2335.4001,2.384574175,2.525417328
2335.5001,2.352073431,2.521540165
2335.6001,2.323472738,2.523418427
2335.7001,2.305413246,2.531908751
2335.8001,2.297636747,2.543889999
2335.9001,2.296680927,2.555277824
2336.0001,2.297543049,2.563549519
2336.1001,2.296990395,2.569705963
2336.2001,2.297675371,2.572843552
2336.3001,2.303688049,2.572167397
2336.4001,2.315077782,2.571988106
2336.5001,2.330730438,2.572532654
2336.6001,2.345832825,2.574607611
2336.7001,2.35368824,2.578869343
2336.8001,2.354660273,2.584367752
2336.9001,2.353496313,2.589292526
2337.0001,2.353757858,2.588084221
2337.1001,2.355512142,2.581051588
2337.2001,2.355591059,2.566345453
2337.3001,2.358275414,2.552729607
2337.4001,2.367782354,2.541114569
2337.5001,2.377149582,2.534252882
2337.6001,2.382867336,2.532632589
2337.7001,2.381749153,2.536532402
2337.8001,2.373739958,2.546742439
2337.9001,2.367022753,2.556168556
2338.0001,2.36499691,2.564380884
2338.1001,2.366327763,2.569226027
2338.2001,2.366708517,2.570745707
2338.3001,2.359525204,2.568401337
2338.4001,2.348269224,2.563617945
2338.5001,2.338936329,2.559930086
2338.6001,2.336121798,2.557171583
2338.7001,2.346544504,2.552650213
2338.8001,2.367386341,2.549057245
2338.9001,2.38869977,2.54818511
2339.0001,2.406957626,2.551001072
2339.1001,2.418299675,2.557099342
2339.2001,2.415884495,2.566717863
2339.3001,2.398767948,2.576686144
2339.4001,2.375246525,2.584056854
2339.5001,2.354386807,2.585682392
2339.6001,2.34231329,2.58298707
2339.7001,2.339725494,2.578738451
2339.8001,2.345307589,2.575687408
2339.9001,2.355608702,2.57574153
2340.0001,2.366695881,2.579872847
2340.1001,2.375418186,2.587996006
2340.2001,2.380883455,2.595997095
2340.3001,2.387328625,2.599956274
2340.4001,2.39554286,2.5971241
2340.5001,2.399688959,2.590928316
2340.6001,2.394869804,2.583807468
2340.7001,2.377691269,2.579442978
2340.8001,2.348400354,2.580442667
2340.9001,2.314478874,2.58510685
2341.0001,2.288310051,2.589283943
2341.1001,2.276652813,2.590630055
2341.2001,2.280122519,2.587459087
2341.3001,2.292791367,2.580216646
2341.4001,2.304539442,2.571320534
2341.5001,2.308967352,2.564351797
2341.6001,2.307344675,2.561597586
2341.7001,2.304554939,2.561868429
2341.8001,2.305669785,2.563411713
2341.9001,2.312815905,2.564419031
2342.0001,2.323299646,2.563538313
2342.1001,2.334570885,2.55915761
2342.2001,2.347167254,2.551658154
2342.3001,2.359759331,2.543450117
2342.4001,2.369365454,2.536323786
2342.5001,2.375681877,2.530964136
2342.6001,2.380814791,2.528207302
2342.7001,2.387545347,2.529420614
2342.8001,2.398039579,2.534399986
2342.9001,2.411708355,2.541787624
2343.0001,2.424182653,2.548728228
2343.1001,2.43005991,2.553061009
2343.2001,2.426525593,2.553389311
2343.3001,2.41505146,2.551585913
2343.4001,2.399396896,2.551198483
2343.5001,2.384814501,2.553533077
2343.6001,2.375741959,2.557829142
2343.7001,2.374596119,2.562580347
2343.8001,2.380220413,2.565755844
2343.9001,2.389395952,2.566914082
2344.0001,2.399435043,2.567596912
2344.1001,2.407036305,2.568976879
2344.2001,2.406039,2.570499897
2344.3001,2.393102884,2.569976091
2344.4001,2.372457743,2.566870928
2344.5001,2.351862431,2.562304497
2344.6001,2.338542461,2.557840586
2344.7001,2.337703705,2.554426432
2344.8001,2.348343372,2.552679539
2344.9001,2.364018202,2.552700758
2345.0001,2.37674737,2.554512024
2345.1001,2.380038738,2.557029963
2345.2001,2.371515751,2.5583601
2345.3001,2.353734016,2.556061029
2345.4001,2.333609104,2.548974514
2345.5001,2.319387436,2.539815188
2345.6001,2.312764645,2.530959845
2345.7001,2.307106733,2.525731087
2345.8001,2.297232628,2.524160147
2345.9001,2.284839392,2.527003765
2346.0001,2.274171591,2.532738447
2346.1001,2.269462824,2.540031195
2346.2001,2.272761583,2.547456503
2346.3001,2.283002615,2.553404331
2346.4001,2.29818368,2.557277918
2346.5001,2.317116261,2.556450367
2346.6001,2.338440657,2.550432205
2346.7001,2.361327171,2.541498661
2346.8001,2.386954546,2.533923149
2346.9001,2.419587374,2.530636549
2347.0001,2.457120419,2.531202555
2347.1001,2.485728502,2.535402775
2347.2001,2.493385553,2.54019022
2347.3001,2.48309803,2.543834925
2347.4001,2.466477633,2.542272568
2347.5001,2.454042435,2.541932821
2347.6001,2.442358494,2.542722225
2347.7001,2.429494858,2.54343462
2347.8001,2.423122406,2.547406197
2347.9001,2.417402744,2.554575682
2348.0001,2.409672737,2.560831547
2348.1001,2.412213326,2.566222429
2348.2001,2.413991213,2.57011652
2348.3001,2.401581526,2.571400404
2348.4001,2.383589983,2.571402073
2348.5001,2.366439343,2.570505381
2348.6001,2.350100517,2.57034874
2348.7001,2.335276842,2.570515156
2348.8001,2.326705694,2.571297169
2348.9001,2.32614255,2.573736429
2349.0001,2.329890251,2.577110529
2349.1001,2.335356474,2.580590248
2349.2001,2.340114117,2.580948591
2349.3001,2.337507486,2.580581427
2349.4001,2.324527741,2.580621719
2349.5001,2.305896521,2.578954697
2349.6001,2.2899158,2.578312635
2349.7001,2.283910275,2.580877781
2349.8001,2.289013147,2.58178544
2349.9001,2.303580523,2.581370592
2350.0001,2.326389313,2.580262661
2350.1001,2.355919361,2.579038858
2350.2001,2.383171797,2.57561183
2350.3001,2.407504797,2.568560362
2350.4001,2.432551861,2.563323021
2350.5001,2.445807695,2.56090641
2350.6001,2.435369492,2.562628985
2350.7001,2.407256126,2.569569111
2350.8001,2.374070168,2.577650785
2350.9001,2.344308853,2.58071065
2351.0001,2.325342178,2.581358433
2351.1001,2.320173264,2.579444647
2351.2001,2.325678349,2.574671269
2351.3001,2.332146645,2.568587303
2351.4001,2.33319521,2.563430309
2351.5001,2.328957081,2.560733557
2351.6001,2.322341681,2.558778763
2351.7001,2.315770626,2.557305098
2351.8001,2.310799837,2.557026148
2351.9001,2.307717323,2.557771921
2352.0001,2.306983709,2.559533835
2352.1001,2.310390711,2.562374592
2352.2001,2.318518877,2.566543341
2352.3001,2.328640938,2.570433378
2352.4001,2.33725524,2.572212935
2352.5001,2.34236598,2.57288146
2352.6001,2.34218812,2.572861195
2352.7001,2.337770701,2.571640968
2352.8001,2.333698034,2.570120096
2352.9001,2.331432104,2.567352295
2353.0001,2.327563763,2.561271429
2353.1001,2.319372177,2.548342705
2353.2001,2.308142424,2.529219627
2353.3001,2.297935247,2.508281708
2353.4001,2.293074846,2.491343498
2353.5001,2.294522524,2.480876684
2353.6001,2.298360109,2.474242449
2353.7001,2.299551725,2.472828388
2353.8001,2.296306372,2.475781918
2353.9001,2.290170193,2.478218317
2354.0001,2.283494711,2.482178211
2354.1001,2.279137373,2.488929987
2354.2001,2.279196978,2.493431091
2354.3001,2.282389879,2.498022556
2354.4001,2.288582802,2.506639481
2354.5001,2.299822807,2.516265392
2354.6001,2.313858986,2.526436329
2354.7001,2.326482534,2.537031651
2354.8001,2.33458209,2.542801142
2354.9001,2.331997633,2.543049097
2355.0001,2.316128969,2.54202795
2355.1001,2.29486227,2.539903641
2355.2001,2.277284622,2.538638115
2355.3001,2.270051003,2.541640043
2355.4001,2.27829361,2.546983481
2355.5001,2.299989224,2.55208087
2355.6001,2.326313973,2.554958582
2355.7001,2.347182989,2.553450346
2355.8001,2.354108095,2.547598362
2355.9001,2.344500542,2.542333126
2356.0001,2.325117111,2.537319183
2356.1001,2.307548761,2.532956362
2356.2001,2.298685789,2.533200026
2356.3001,2.296979666,2.535871267
2356.4001,2.299104691,2.538232327
2356.5001,2.304517508,2.541902304
2356.6001,2.314561129,2.54581213
2356.7001,2.332627773,2.547745228
2356.8001,2.364419222,2.548531771
2356.9001,2.411187172,2.550276041
2357.0001,2.464455843,2.557082653
2357.1001,2.511736631,2.563436508
2357.2001,2.537966728,2.569208622
2357.3001,2.524534702,2.574347496
2357.4001,2.469115496,2.573096037
2357.5001,2.400570631,2.565620184
2357.6001,2.345959663,2.561153889
2357.7001,2.31844449,2.557100296
2357.8001,2.314216137,2.553770542
2357.9001,2.319492817,2.553892613
2358.0001,2.323957443,2.554269552
2358.1001,2.323891163,2.554629564
2358.2001,2.319317579,2.557626963
2358.3001,2.315212011,2.559438944
2358.4001,2.313950062,2.557478905
2358.5001,2.314397574,2.554302692
2358.6001,2.319955349,2.550780296
2358.7001,2.32705164,2.547771931
2358.8001,2.327129841,2.545749188
2358.9001,2.32183528,2.545551777
2359.0001,2.314349413,2.548279047
2359.1001,2.305715561,2.549577713
2359.2001,2.298718929,2.549423695
2359.3001,2.293963671,2.547402144
2359.4001,2.290381432,2.545129061
2359.5001,2.290744543,2.543136835
2359.6001,2.298400402,2.54287982
2359.7001,2.311683655,2.545082331
2359.8001,2.324527264,2.548173666
2359.9001,2.329709768,2.548765659
2360.0001,2.32418251,2.548295736
2360.1001,2.310279846,2.547105789
2360.2001,2.293425798,2.546303034
2360.3001,2.280758619,2.54660368
2360.4001,2.277360201,2.547413588
2360.5001,2.281718493,2.546895266
2360.6001,2.291122675,2.544971705
2360.7001,2.302425861,2.541462183
2360.8001,2.310925484,2.537201166
2360.9001,2.313365459,2.533403158
2361.0001,2.310390711,2.530855179
2361.1001,2.305339098,2.530070067
2361.2001,2.301963329,2.530838251
2361.3001,2.303465605,2.533601761
2361.4001,2.310839415,2.537451506
2361.5001,2.323201656,2.538309574
2361.6001,2.338010073,2.535011292
2361.7001,2.350585222,2.530696154
2361.8001,2.354245424,2.524650335
2361.9001,2.348025322,2.51920867
2362.0001,2.337976933,2.518819571
2362.1001,2.329912186,2.521872759
2362.2001,2.327844143,2.526098967
2362.3001,2.334317446,2.530389786
2362.4001,2.345352411,2.534404993
2362.5001,2.355180264,2.538758516
2362.6001,2.361345768,2.544491053
2362.7001,2.360549688,2.550060749
2362.8001,2.351191044,2.553343773
2362.9001,2.338201761,2.553930759
2363.0001,2.328188896,2.551605225
2363.1001,2.323734522,2.548066139
2363.2001,2.325748205,2.546019077
2363.3001,2.336595058,2.54475379
2363.4001,2.357815743,2.542506218
2363.5001,2.383500099,2.539035797
2363.6001,2.403315067,2.53614068
2363.7001,2.409202099,2.534974575
2363.8001,2.400309801,2.534761906
2363.9001,2.381999254,2.533944368
2364.0001,2.363088846,2.532060623
2364.1001,2.350873232,2.530064106
2364.2001,2.346840859,2.529604912
2364.3001,2.347013712,2.531529427
2364.4001,2.34784317,2.535864592
2364.5001,2.347581387,2.541544199
2364.6001,2.343383312,2.546457529
2364.7001,2.33230114,2.548208237
2364.8001,2.313479662,2.546105623
2364.9001,2.288230419,2.541623831
2365.0001,2.261676312,2.535233498
2365.1001,2.241771698,2.530498743
2365.2001,2.23472333,2.531441212
2365.3001,2.241938829,2.535571098
2365.4001,2.261632443,2.540155649
2365.5001,2.290152311,2.544623137
2365.6001,2.319612503,2.544271469
2365.7001,2.34108448,2.538704395
2365.8001,2.352092028,2.535895348
2365.9001,2.354834318,2.536962748
2366.0001,2.352716923,2.540691137
2366.1001,2.348765135,2.546006918
2366.2001,2.343315601,2.54930377
2366.3001,2.334148884,2.547140837
2366.4001,2.32101202,2.543176889
2366.5001,2.306859016,2.538820267
2366.6001,2.295660019,2.535590649
2366.7001,2.290231466,2.534343004
2366.8001,2.292312861,2.53585577
2366.9001,2.304443836,2.539813042
2367.0001,2.326297045,2.542853832
2367.1001,2.346395969,2.543630838
2367.2001,2.35076952,2.541427851
2367.3001,2.340729952,2.536218882
2367.4001,2.322825909,2.528973103
2367.5001,2.30267024,2.525433064
2367.6001,2.289170504,2.528497696
2367.7001,2.287626505,2.538746119
2367.8001,2.293672085,2.545372486
2367.9001,2.300592899,2.548694611
2368.0001,2.303911686,2.548555613
2368.1001,2.30381012,2.550065994
2368.2001,2.304822922,2.550976515
2368.3001,2.308368444,2.549644232
2368.4001,2.312641621,2.549341202
2368.5001,2.318641901,2.549259186
2368.6001,2.321924686,2.549031973
2368.7001,2.317297459,2.550920248
2368.8001,2.311414003,2.554361105
2368.9001,2.311927557,2.559012413
2369.0001,2.318216801,2.564465046
2369.1001,2.32604599,2.569591522
2369.2001,2.330630541,2.570825338
2369.3001,2.329435349,2.569436312
2369.4001,2.326673746,2.564970732
2369.5001,2.324070692,2.556881428
2369.6001,2.318891287,2.551411867
2369.7001,2.315624476,2.549079418
2369.8001,2.316250324,2.549920797
2369.9001,2.315806389,2.55315423
2370.0001,2.316156626,2.55655551
2370.1001,2.317425728,2.552672625
2370.2001,2.312781811,2.547732592
2370.3001,2.300720215,2.542233944
2370.4001,2.286786795,2.536034823
2370.5001,2.277195454,2.533136368
2370.6001,2.275207043,2.534833193
2370.7001,2.279762507,2.536957502
2370.8001,2.285577297,2.537914038
2370.9001,2.2918787,2.536506653
2371.0001,2.299361467,2.533061981
2371.1001,2.305923224,2.528811932
2371.2001,2.311581135,2.525717497
2371.3001,2.318316221,2.526181221
2371.4001,2.323830366,2.528198957
2371.5001,2.326709986,2.52974391
2371.6001,2.32801795,2.529540062
2371.7001,2.325362682,2.526984453
2371.8001,2.316564798,2.521274805
2371.9001,2.303307295,2.513386488
2372.0001,2.289138079,2.504725456
2372.1001,2.280921221,2.498262882
2372.2001,2.28538847,2.497070789
2372.3001,2.302524805,2.501384735
2372.4001,2.32233119,2.508805275
